,minute,coin,pnl,fee_paid,balance,balance_btc,balance_usd,btc_price,qty,price,psize,pprice,type,wallet_exposure,total_wallet_exposure
3568,275184,SOL,0.0,-0.07920192,1930.6077781991987,0.0,1930.6077781991987,1.0,11.36,34.86,19.79,35.328434108135426,entry_grid_normal_long,0.3621396945018743,0.3621396945018743
3569,275185,SOL,0.0,-0.18258282,1930.4251953791986,0.0,1930.4251953791986,1.0,26.67,34.23,46.46,34.69788659061558,entry_grid_normal_long,0.8350822476098785,0.8350822476098785
3570,275188,SOL,11.536640999999953,-0.3247200904,1941.6371162887986,0.0,1941.6371162887986,1.0,-46.46,34.9462,0.0,34.69788659061558,close_trailing_long,0.0,0.0
3571,275189,SOL,0.0,-0.026421897599999994,1941.6106943911986,0.0,1941.6106943911986,1.0,3.78,34.9496,3.78,34.9496,entry_initial_normal_long,0.06804118270548748,0.06804118270548748
3572,275192,SOL,0.24305400000001098,-0.026470508400000002,1941.8272778827986,0.0,1941.8272778827986,1.0,-3.78,35.0139,0.0,34.9496,close_trailing_long,0.0,0.0
3573,275193,SOL,0.0,-0.026408775000000002,1941.8008691077987,0.0,1941.8008691077987,1.0,3.75,35.2117,3.75,35.2117,entry_initial_normal_long,0.06800072916883097,0.06800072916883097
3574,275202,SOL,2.438249999999993,-0.026896425,1944.2122226827987,0.0,1944.2122226827987,1.0,-3.75,35.8619,0.0,35.2117,close_trailing_long,0.0,0.0
3575,275203,SOL,0.0,-0.026492355,1944.1857303277986,0.0,1944.1857303277986,1.0,3.69,35.8975,3.69,35.8975,entry_initial_normal_long,0.06813226377176748,0.06813226377176748
3576,275209,SOL,1.707362999999993,-0.026833827600000002,1945.8662595001986,0.0,1945.8662595001986,1.0,-3.69,36.3602,0.0,35.8975,close_trailing_long,0.0,0.0
3577,275210,SOL,0.0,-0.0264880468,1945.8397714533985,0.0,1945.8397714533985,1.0,3.62,36.5857,3.62,36.5857,entry_initial_normal_long,0.0680632783556875,0.0680632783556875
3578,275216,SOL,2.0438519999999953,-0.026896817200000006,1947.8567266361986,0.0,1947.8567266361986,1.0,-3.62,37.1503,0.0,36.5857,close_trailing_long,0.0,0.0
3579,275217,SOL,0.0,-0.02651574,1947.8302108961987,0.0,1947.8302108961987,1.0,3.59,36.93,3.59,36.93,entry_initial_normal_long,0.06806481348238275,0.06806481348238275
3580,275235,SOL,0.0,-0.03466408,1947.7955468161986,0.0,1947.7955468161986,1.0,4.84,35.81,8.43,36.28696322657177,entry_grid_normal_long,0.15704887532986328,0.15704887532986328
3581,275239,SOL,-1.2389000000000263,-0.06093204,1946.4957147761986,0.0,1946.4957147761986,1.0,-8.43,36.14,0.0,36.28696322657177,close_trailing_long,0.0,0.0
3582,275240,SOL,0.0,-0.026498512000000002,1946.4692162641986,0.0,1946.4692162641986,1.0,3.7,35.8088,3.7,35.8088,entry_initial_normal_long,0.0680681507279571,0.0680681507279571
3583,275243,SOL,-0.5135599999999861,-0.026395800000000004,1945.9292604641987,0.0,1945.9292604641987,1.0,-3.7,35.67,0.0,35.8088,close_trailing_long,0.0,0.0
3584,275244,SOL,0.0,-0.026486135200000004,1945.9027743289987,0.0,1945.9027743289987,1.0,3.71,35.6956,3.71,35.6956,entry_initial_normal_long,0.06805616279860939,0.06805616279860939
3585,275266,SOL,2.7914040000000058,-0.027044416,1948.6671339129987,0.0,1948.6671339129987,1.0,-3.71,36.448,0.0,35.6956,close_trailing_long,0.0,0.0
3586,275267,SOL,0.0,-0.026508198000000007,1948.6406257149986,0.0,1948.6406257149986,1.0,3.65,36.3126,3.65,36.3126,entry_initial_normal_long,0.06801715424123822,0.06801715424123822
3587,275276,SOL,0.8194249999999964,-0.026672083000000006,1949.4333786319985,0.0,1949.4333786319985,1.0,-3.65,36.5371,0.0,36.3126,close_trailing_long,0.0,0.0
3588,275280,SOL,0.0,-0.026579299999999997,1949.4067993319984,0.0,1949.4067993319984,1.0,3.65,36.41,3.65,36.41,entry_initial_normal_long,0.06817278981767146,0.06817278981767146
3589,275284,SOL,0.09490000000001224,-0.026598280000000002,1949.4751010519983,0.0,1949.4751010519983,1.0,-3.65,36.436,0.0,36.41,close_trailing_long,0.0,0.0
3590,275285,SOL,0.0,-0.0265656708,1949.4485353811983,0.0,1949.4485353811983,1.0,3.66,36.2919,3.66,36.2919,entry_initial_normal_long,0.06813637374326813,0.06813637374326813
3591,275319,SOL,0.0,-0.03469734,1949.4138380411982,0.0,1949.4138380411982,1.0,4.93,35.19,8.59,35.65949406286379,entry_grid_normal_long,0.15713187627096675,0.15713187627096675
3592,275323,SOL,0.0,-0.08006412,1949.3337739211981,0.0,1949.3337739211981,1.0,11.58,34.57,20.17,35.033993753098656,entry_grid_normal_long,0.3625011085600601,0.3625011085600601
3593,275336,SOL,0.0,-0.18455220000000003,1949.149221721198,0.0,1949.149221721198,1.0,27.18,33.95,47.35,34.411756156283,entry_grid_normal_long,0.8359527509962319,0.8359527509962319
3594,275339,SOL,0.0,-0.42510222000000003,1948.724119501198,0.0,1948.724119501198,1.0,63.81,33.31,111.16,33.77930689096797,entry_grid_normal_long,1.9268544564230665,1.9268544564230665
3595,275342,SOL,15.081697439366797,-0.40944896000000003,1963.3963679805647,0.0,1963.3963679805647,1.0,-60.16,34.03,51.0,33.77930689096797,close_grid_long,0.8774309046987194,0.8774309046987194
3596,275347,SOL,1.9376485606335194,-0.34493646000000006,1964.9890800811982,0.0,1964.9890800811982,1.0,-51.0,33.8173,0.0,33.77930689096797,close_trailing_long,0.0,0.0
3597,275348,SOL,0.0,-0.026769710000000006,1964.962310371198,0.0,1964.962310371198,1.0,3.97,33.715,3.97,33.715,entry_initial_normal_long,0.06811761696066063,0.06811761696066063
3598,275356,SOL,-0.49902900000000766,-0.026669904200000004,1964.436611466998,0.0,1964.436611466998,1.0,-3.97,33.5893,0.0,33.715,close_trailing_long,0.0,0.0
3599,275357,SOL,0.0,-0.0267293616,1964.409882105398,0.0,1964.409882105398,1.0,3.98,33.5796,3.98,33.5796,entry_initial_normal_long,0.06803407436372759,0.06803407436372759
3600,275374,SOL,5.718463999999992,-0.027873054399999996,1970.100473050998,0.0,1970.100473050998,1.0,-3.98,35.0164,0.0,33.5796,close_trailing_long,0.0,0.0
3601,275375,SOL,0.0,-0.026799540000000004,1970.073673510998,0.0,1970.073673510998,1.0,3.81,35.17,3.81,35.17,entry_initial_normal_long,0.0680165933902329,0.0680165933902329
3602,275381,SOL,-0.16078200000000428,-0.0267673836,1969.886124127398,0.0,1969.886124127398,1.0,-3.81,35.1278,0.0,35.17,close_trailing_long,0.0,0.0
3603,275382,SOL,0.0,-0.026803948600000002,1969.859320178798,0.0,1969.859320178798,1.0,3.83,34.9921,3.83,34.9921,entry_initial_normal_long,0.0680351848617471,0.0680351848617471
3604,275392,SOL,1.6733270000000053,-0.027138614000000002,1971.505508564798,0.0,1971.505508564798,1.0,-3.83,35.429,0.0,34.9921,close_trailing_long,0.0,0.0
